psa_sample_id,sample_design,uncertainty_schema_version,infant_contact_multiplier,VE_inf_baseline,relative_infectiousness_asymptomatic,infectious_duration_asymptomatic,fitness_R,PEP_coverage_multiplier
1,latin_hypercube_inverse_cdf,1,0.9286581681612347,0.37384808340045833,0.09373550908189233,20.328052437818364,1.1148573872635588,1.041564122122637
2,latin_hypercube_inverse_cdf,1,1.0362269529633679,0.3305343396460028,0.8628810267204747,14.678014622729567,0.806015376194444,0.9346551874253103
3,latin_hypercube_inverse_cdf,1,1.2419598247366037,0.17208655933248307,0.7932550181575315,18.287448181482038,0.7795365547757414,1.1555005761837682
4,latin_hypercube_inverse_cdf,1,1.0621631195901657,0.4647319694165003,0.66367811759917,22.548998128101193,0.9720912658193277,0.6192325769040425
5,latin_hypercube_inverse_cdf,1,0.9911666334383356,0.3130897116244531,0.8867207538537363,17.40236702092682,1.1996854568778355,0.9092794270793032
6,latin_hypercube_inverse_cdf,1,1.0475494849849187,0.4504971057172306,0.29010079546454565,14.61595907823968,0.9930503136232175,0.8122954221698533
7,latin_hypercube_inverse_cdf,1,0.9003327441435567,0.2372034932905308,0.18256997702089844,14.378266502113496,1.0960306650176272,0.7502341348252356
8,latin_hypercube_inverse_cdf,1,0.9176017002729037,0.385925464198434,0.39625967277070234,21.294653225652826,1.035605090309474,1.2910853938198417
9,latin_hypercube_inverse_cdf,1,1.091779715724557,0.24853385032414138,0.3235602526171737,19.549460865706706,1.0994920538861286,1.3603594440794673
10,latin_hypercube_inverse_cdf,1,0.99678695950641,0.25315284463883964,0.47527595137603146,11.6383060341787,1.2138116969634716,1.212816317549324
11,latin_hypercube_inverse_cdf,1,1.3031670761925025,0.27369431816559664,0.462649560520937,17.529303211141865,1.0335201507656953,1.347638625434609
12,latin_hypercube_inverse_cdf,1,0.9395159513926031,0.32032793670633264,0.2409511470572523,22.82750750384523,0.9371170629899629,1.3047778166510065
13,latin_hypercube_inverse_cdf,1,1.0169088626555667,0.24111134114040073,0.202308350130895,13.682087840185575,1.1321189128060243,0.9400752692814465
14,latin_hypercube_inverse_cdf,1,0.9564886114861438,0.270395513272216,0.5402752438183245,12.399155316881327,1.0794507042993926,0.8420056899224572
15,latin_hypercube_inverse_cdf,1,0.9638177044778878,0.3601684313899455,0.7750388630128643,13.960441129459563,1.1029281983646755,0.9638141775997535
16,latin_hypercube_inverse_cdf,1,1.0065089025846143,0.2904803918215945,0.6510366051960454,16.712365655684955,0.9505257722851135,0.9247602015800309
17,latin_hypercube_inverse_cdf,1,1.024951066485933,0.31060967926485766,0.8242799902880419,23.745369044939583,1.1208518446541262,0.7824120332556265
18,latin_hypercube_inverse_cdf,1,0.9684177944419752,0.2997423574292432,0.7406516574195718,12.45739302199799,0.8564452034984346,1.0884852756691061
19,latin_hypercube_inverse_cdf,1,0.8113648479715836,0.3028935045332681,0.40217417495827434,16.297512889041165,1.0544846077757186,0.7314058813809582
20,latin_hypercube_inverse_cdf,1,0.9481166329616741,0.3154459885707768,0.633088299668217,8.049981359247948,1.0841708147913856,0.8647577364450733
21,latin_hypercube_inverse_cdf,1,0.9877529346094897,0.1509337084796354,0.566953218676536,10.411492560996964,1.07327935658994,1.1199718710354558
22,latin_hypercube_inverse_cdf,1,1.1113317440929273,0.21841586328898288,0.22366036989252036,18.706296462869755,0.9172272743537421,1.1739137593443407
23,latin_hypercube_inverse_cdf,1,0.8559879106587622,0.2895614148682015,0.14040647207483206,18.09338527996433,0.8820096376151231,0.773848659075814
24,latin_hypercube_inverse_cdf,1,0.8707603567759287,0.3484954422449382,0.3112730037587784,16.57406353562435,0.8257150079114496,0.9543486221565708
25,latin_hypercube_inverse_cdf,1,0.787283322492041,0.20193482976557342,0.26781891053342516,11.313219875948228,0.8429297765558174,1.1135000068464376
26,latin_hypercube_inverse_cdf,1,0.9254735924666777,0.24918153341580657,0.855544642919913,17.000057492644075,0.9806298422890046,1.0040045119842125
