country,psa_sample_id,pep_restoration,pep_restored,resistance_management_uptake,resistance_management_pep_reach_multiplier,baseline_treatment_rate_symptomatic,full_guided_treatment_rate_symptomatic,applied_treatment_rate_symptomatic,baseline_pep_coverage,applied_pep_coverage,baseline_pep_effectiveness_resistant,full_guided_pep_effectiveness_resistant,applied_pep_effectiveness_resistant,guided_total_child_adolescent_cases,guided_annualized_child_adolescent_cases_per_100k,guided_total_infant_cases,guided_annualized_infant_cases_per_100k,guided_resistant_infections,timeliness_total_child_adolescent_cases,timeliness_annualized_child_adolescent_cases_per_100k,timeliness_total_infant_cases,timeliness_annualized_infant_cases_per_100k,timeliness_resistant_infections,sample_design,uncertainty_schema_version,relative_reduction_under18_cases_vs_timeliness,guided_lower_under18_cases,relative_reduction_infant_cases_vs_timeliness,guided_lower_infant_cases,relative_reduction_resistant_infections_vs_timeliness,guided_lower_resistant_infections
Australia,1,not_restored,False,0.5765218449500659,0.8336747341470181,0.025,0.065,0.04806087379800264,0.3,0.2501024202441054,0.1,0.45,0.1,73144.22244731174,254.703313798685,21194.618224631806,1467.3927950824807,32003.57908359207,71663.02812852382,249.5454887711902,20748.10477284976,1436.47878586814,33709.17101628789,latin_hypercube_inverse_cdf_resistance_management,1,-0.020668877069100144,False,-0.021520686186544458,False,0.050597267190928386,True
Australia,2,not_restored,False,0.8434088723949567,0.9031615678399958,0.025,0.065,0.058736354895798266,0.3,0.2709484703519987,0.1,0.45,0.1,71858.51533634584,250.2262156898177,20747.22084695045,1436.4175880177966,31197.44982694801,71663.02812852382,249.5454887711902,20748.10477284976,1436.47878586814,33709.17101628789,latin_hypercube_inverse_cdf_resistance_management,1,-0.0027278669758612484,False,4.2602729694474206e-05,True,0.0745115086967355,True
Australia,3,not_restored,False,0.8417145399939868,0.9796207273742525,0.025,0.065,0.058668581599759476,0.3,0.29388621821227573,0.1,0.45,0.1,70831.35425998193,246.64942833450132,20405.8949210986,1412.7861547888333,31222.22759133605,71663.02812852382,249.5454887711902,20748.10477284976,1436.47878586814,33709.17101628789,latin_hypercube_inverse_cdf_resistance_management,1,0.01160534086070597,True,0.016493547506997608,True,0.07377646349565148,True
Australia,4,not_restored,False,0.8075697718214085,0.823865397665672,0.025,0.065,0.05730279087285634,0.3,0.2471596192997016,0.1,0.45,0.1,72983.73475415754,254.14446245321503,21124.951982983526,1462.5695073326408,31286.932655655582,71663.02812852382,249.5454887711902,20748.10477284976,1436.47878586814,33709.17101628789,latin_hypercube_inverse_cdf_resistance_management,1,-0.018429400209897695,False,-0.018162970269308243,False,0.07185695428291328,True
Australia,5,not_restored,False,0.7572951835611286,0.6746433462571977,0.025,0.065,0.05529180734244514,0.3,0.2023930038771593,0.1,0.45,0.1,75124.28394474421,261.5982975861021,21846.862336074155,1512.5504053807406,31397.561123653228,71663.02812852382,249.5454887711902,20748.10477284976,1436.47878586814,33709.17101628789,latin_hypercube_inverse_cdf_resistance_management,1,-0.04829904494145598,False,-0.05295700861614061,False,0.06857510353837293,True
Australia,6,not_restored,False,0.7842590755438849,0.5764786338600221,0.025,0.065,0.056370363021755396,0.3,0.17294359015800662,0.1,0.45,0.1,76481.30307064248,266.32371886296306,22303.359155471288,1544.1556052486947,31284.45346247765,71663.02812852382,249.5454887711902,20748.10477284976,1436.47878586814,33709.17101628789,latin_hypercube_inverse_cdf_resistance_management,1,-0.0672351569274654,False,-0.07495886490108128,False,0.07193050083132102,True
Australia,7,not_restored,False,0.6463076401047192,0.7317713454094468,0.025,0.065,0.05085230560418877,0.3,0.21953140362283402,0.1,0.45,0.1,74469.20915218297,259.3171916005997,21634.215686349686,1497.8279811312923,31756.03068771868,71663.02812852382,249.5454887711902,20748.10477284976,1436.47878586814,33709.17101628789,latin_hypercube_inverse_cdf_resistance_management,1,-0.03915800234712963,False,-0.04270804120188654,False,0.05794091844102223,True
Australia,8,not_restored,False,0.8323716985407819,0.783644626417012,0.025,0.065,0.05829486794163127,0.3,0.2350933879251036,0.1,0.45,0.1,73507.20127360943,255.9672811623556,21298.546418849055,1474.588182163991,31199.244849493633,71663.02812852382,249.5454887711902,20748.10477284976,1436.47878586814,33709.17101628789,latin_hypercube_inverse_cdf_resistance_management,1,-0.025733955056688185,False,-0.026529731367058718,False,0.07445825842413889,True
Australia,9,not_restored,False,0.9148469684781503,0.7366184558782087,0.025,0.065,0.061593878739126015,0.3,0.2209855367634626,0.1,0.45,0.1,74056.84248953669,257.8812455795892,21477.611945888904,1486.9856437027127,30933.7368216627,71663.02812852382,249.5454887711902,20748.10477284976,1436.47878586814,33709.17101628789,latin_hypercube_inverse_cdf_resistance_management,1,-0.03340375677008378,False,-0.03516018359391304,False,0.08233469144892736,True
Australia,10,not_restored,False,0.6030829557469323,0.5024927388852911,0.025,0.065,0.0491233182298773,0.3,0.15074782166558734,0.1,0.45,0.1,77802.61483838876,270.9247997583724,22765.575370090944,1576.1567828432858,31807.663517633096,71663.02812852382,249.5454887711902,20748.10477284976,1436.47878586814,33709.17101628789,latin_hypercube_inverse_cdf_resistance_management,1,-0.0856730014095124,False,-0.09723637986835176,False,0.05640920382574832,True
Australia,11,not_restored,False,0.7259563777886207,0.7722238202651295,0.025,0.065,0.05403825511154483,0.3,0.23166714607953884,0.1,0.45,0.1,73800.09078478515,256.9871830268691,21403.798007860856,1481.8751935511232,31523.797033766212,71663.02812852382,249.5454887711902,20748.10477284976,1436.47878586814,33709.17101628789,latin_hypercube_inverse_cdf_resistance_management,1,-0.02982099294532503,False,-0.031602560435742166,False,0.064830249947877,True
Australia,12,not_restored,False,0.7817448663783119,0.6087243568801631,0.025,0.065,0.056269794655132474,0.3,0.18261730706404894,0.1,0.45,0.1,76024.97134927737,264.7346774066114,22149.15561083243,1533.4794435781048,31302.300831175402,71663.02812852382,249.5454887711902,20748.10477284976,1436.47878586814,33709.17101628789,latin_hypercube_inverse_cdf_resistance_management,1,-0.060867414267377074,False,-0.06752668994693112,False,0.07140104940431535,True
Australia,13,not_restored,False,0.8676203825434634,0.5198562795832322,0.025,0.065,0.05970481530173854,0.3,0.15595688387496967,0.1,0.45,0.1,77180.8626560343,268.7597300567392,22534.71490984512,1560.1733397183257,31014.301249243883,71663.02812852382,249.5454887711902,20748.10477284976,1436.47878586814,33709.17101628789,latin_hypercube_inverse_cdf_resistance_management,1,-0.07699694907692911,False,-0.08610955827316102,False,0.07994470601907933,True
Australia,14,not_restored,False,0.7929287716546343,0.9140633869220545,0.025,0.065,0.056717150866185374,0.3,0.2742190160766163,0.1,0.45,0.1,71771.23235325534,249.92227828777115,20721.30775932759,1434.6235157001477,31357.02918133191,71663.02812852382,249.5454887711902,20748.10477284976,1436.47878586814,33709.17101628789,latin_hypercube_inverse_cdf_resistance_management,1,-0.0015099030498328947,False,0.001291540302863603,True,0.06977750457937548,True
Australia,15,not_restored,False,0.8921032304889017,0.7627355638664608,0.025,0.065,0.06068412921955607,0.3,0.22882066915993823,0.1,0.45,0.1,73722.6558456929,256.7175385532863,21366.960919129004,1479.3248065101711,31010.22951663607,71663.02812852382,249.5454887711902,20748.10477284976,1436.47878586814,33709.17101628789,latin_hypercube_inverse_cdf_resistance_management,1,-0.028740450563647046,False,-0.029827116888722083,False,0.0800654960736863,True
Australia,16,not_restored,False,0.8030654910686551,0.6712054094960959,0.025,0.065,0.0571226196427462,0.3,0.20136162284882875,0.1,0.45,0.1,75112.7478378274,261.55812655424467,21839.841026010796,1512.0642904360818,31256.46698199836,71663.02812852382,249.5454887711902,20748.10477284976,1436.47878586814,33709.17101628789,latin_hypercube_inverse_cdf_resistance_management,1,-0.04813806783487706,False,-0.052618601318692004,False,0.072760734255506,True
Australia,17,not_restored,False,0.7902777000162469,0.5675368911181986,0.025,0.065,0.056611108000649876,0.3,0.17026106733545956,0.1,0.45,0.1,76601.03085717294,266.74063578372494,22343.4817481064,1546.933461531588,31263.325038442366,71663.02812852382,249.5454887711902,20748.10477284976,1436.47878586814,33709.17101628789,latin_hypercube_inverse_cdf_resistance_management,1,-0.06890586202683324,False,-0.07689266044888554,False,0.07255728646259851,True
Australia,18,not_restored,False,0.7154388745617866,0.5251931134964642,0.025,0.065,0.05361755498247146,0.3,0.15755793404893928,0.1,0.45,0.1,77312.54279107276,269.2182675284631,22590.230072387156,1564.0168884691948,31476.426858599232,71663.02812852382,249.5454887711902,20748.10477284976,1436.47878586814,33709.17101628789,latin_hypercube_inverse_cdf_resistance_management,1,-0.07883443959996828,False,-0.08878523217927525,False,0.06623551070448508,True
Australia,19,not_restored,False,0.5912235738806874,0.5792547280737174,0.025,0.065,0.048648942955227495,0.3,0.1737764184221152,0.1,0.45,0.1,76710.44575714739,267.12164109342814,22395.408193190066,1550.5285482265572,31871.342236823493,71663.02812852382,249.5454887711902,20748.10477284976,1436.47878586814,33709.17101628789,latin_hypercube_inverse_cdf_resistance_management,1,-0.07043265907730412,False,-0.07939536831797311,False,0.05452014167231756,True
Australia,20,not_restored,False,0.5447963957330801,0.8602194037857651,0.025,0.065,0.04679185582932321,0.3,0.2580658211357295,0.1,0.45,0.1,72820.09654404793,253.5746403532049,21088.474591101993,1460.0440237338225,32109.685215937763,71663.02812852382,249.5454887711902,20748.10477284976,1436.47878586814,33709.17101628789,latin_hypercube_inverse_cdf_resistance_management,1,-0.016145960416980687,False,-0.0164048630936946,False,0.04744957387345039,True
Australia,21,not_restored,False,0.8525744500830833,0.9586965584553664,0.025,0.065,0.059102978003323335,0.3,0.2876089675366099,0.1,0.45,0.1,71099.03729360086,247.58155603250577,20494.097897737403,1418.8928188132684,31183.20425596492,71663.02812852382,249.5454887711902,20748.10477284976,1436.47878586814,33709.17101628789,latin_hypercube_inverse_cdf_resistance_management,1,0.007870039121309014,True,0.012242413362243187,True,0.0749341109308933,True
Australia,22,not_restored,False,0.5663816625856011,0.9866765390981571,0.025,0.065,0.04765526650342404,0.3,0.2960029617294471,0.1,0.45,0.1,71069.48759874664,247.4786578638975,20503.019685558793,1419.5105117520934,32083.346832142903,71663.02812852382,249.5454887711902,20748.10477284976,1436.47878586814,33709.17101628789,latin_hypercube_inverse_cdf_resistance_management,1,0.00828238137959636,True,0.011812408409064834,True,0.04823091565673343,True
Australia,23,not_restored,False,0.7514235837425234,0.6160154765930056,0.025,0.065,0.05505694334970094,0.3,0.18480464297790167,0.1,0.45,0.1,75961.97855115711,264.51532345372465,22129.994166900207,1532.1528160174612,31397.02429470124,71663.02812852382,249.5454887711902,20748.10477284976,1436.47878586814,33709.17101628789,latin_hypercube_inverse_cdf_resistance_management,1,-0.05998840036348119,False,-0.0666031625143293,False,0.06859102884699964,True
Australia,24,not_restored,False,0.8615249682157989,0.7921360240568756,0.025,0.065,0.05946099872863196,0.3,0.23764080721706266,0.1,0.45,0.1,73354.02682152182,255.4338960334918,21245.403689035065,1470.9088868746967,31111.957919281424,71663.02812852382,249.5454887711902,20748.10477284976,1436.47878586814,33709.17101628789,latin_hypercube_inverse_cdf_resistance_management,1,-0.023596528602800593,False,-0.02396840201212269,False,0.07704767037289406,True
Australia,25,not_restored,False,0.6559423936565167,0.6663783898791488,0.025,0.065,0.05123769574626067,0.3,0.19991351696374463,0.1,0.45,0.1,75377.09810128584,262.47864873557836,21939.386312197996,1518.956230464449,31704.96688840641,71663.02812852382,249.5454887711902,20748.10477284976,1436.47878586814,33709.17101628789,latin_hypercube_inverse_cdf_resistance_management,1,-0.051826863443462656,False,-0.05741640272161641,False,0.059455752469055656,True
Australia,26,not_restored,False,0.7670748526730717,0.7499324307289204,0.025,0.065,0.05568299410692287,0.3,0.2249797292186761,0.1,0.45,0.1,74057.14532426767,257.88230010980857,21487.260284046948,1487.6536388845323,31390.448159108233,71663.02812852382,249.5454887711902,20748.10477284976,1436.47878586814,33709.17101628789,latin_hypercube_inverse_cdf_resistance_management,1,-0.03340798258552691,False,-0.035625206219529915,False,0.0687861133119908,True
Australia,27,not_restored,False,0.89870210054029,0.558646365437138,0.025,0.065,0.0609480840216116,0.3,0.16759390963114137,0.1,0.45,0.1,76584.00626811835,266.6813526422211,22330.35406017123,1546.0245763130417,30932.29772031952,71663.02812852382,249.5454887711902,20748.10477284976,1436.47878586814,33709.17101628789,latin_hypercube_inverse_cdf_resistance_management,1,-0.0686682975602011,False,-0.07625994299932137,False,0.08237738313489273,True
Australia,28,not_restored,False,0.7894402682988192,0.9670401516608094,0.025,0.065,0.05657761073195277,0.3,0.2901120454982428,0.1,0.45,0.1,71061.12201236683,247.44952718121857,20485.37725315636,1418.2890518356355,31381.972227188675,71663.02812852382,249.5454887711902,20748.10477284976,1436.47878586814,33709.17101628789,latin_hypercube_inverse_cdf_resistance_management,1,0.008399116418545627,True,0.012662723779822027,True,0.06903755621800178,True
Australia,29,not_restored,False,0.6651067719696773,0.6568570762702065,0.025,0.065,0.05160427087878709,0.3,0.19705712288106195,0.1,0.45,0.1,75499.4023165144,262.9045373138031,21979.987618887913,1521.7672301400758,31673.811065708484,71663.02812852382,249.5454887711902,20748.10477284976,1436.47878586814,33709.17101628789,latin_hypercube_inverse_cdf_resistance_management,1,-0.05353352053600435,False,-0.059373270933649414,False,0.060380006070037795,True
Australia,30,not_restored,False,0.6935245349036261,0.7522446602000834,0.025,0.065,0.05274098139614505,0.3,0.225673398060025,0.1,0.45,0.1,74120.34542818037,258.1023760043768,21513.55941557134,1489.4744386575771,31617.523355337555,71663.02812852382,249.5454887711902,20748.10477284976,1436.47878586814,33709.17101628789,latin_hypercube_inverse_cdf_resistance_management,1,-0.03428988927525478,False,-0.03689275001749692,False,0.062049810122582705,True
Australia,31,not_restored,False,0.812128519876508,0.5160287211342872,0.025,0.065,0.05748514079506032,0.3,0.15480861634028617,0.1,0.45,0.1,77310.8840511364,269.2124914534391,22582.67445981426,1563.4937815693754,31180.671474771167,71663.02812852382,249.5454887711902,20748.10477284976,1436.47878586814,33709.17101628789,latin_hypercube_inverse_cdf_resistance_management,1,-0.07881129321640512,False,-0.0884210730112156,False,0.07500924719551783,True
Australia,32,not_restored,False,0.7387759578806135,0.5412315312711289,0.025,0.065,0.05455103831522454,0.3,0.16236945938133865,0.1,0.45,0.1,77048.89393407971,268.300187668601,22499.000885376347,1557.7007071680036,31411.083395650403,71663.02812852382,249.5454887711902,20748.10477284976,1436.47878586814,33709.17101628789,latin_hypercube_inverse_cdf_resistance_management,1,-0.07515543155525917,False,-0.08438824324898087,False,0.06817395834288165,True
Australia,33,not_restored,False,0.5462573951239001,0.6263446106801401,0.025,0.065,0.046850295804956005,0.3,0.18790338320404204,0.1,0.45,0.1,76100.12938663983,264.9963932347316,22192.202830119983,1536.4597840566898,32024.08729059485,71663.02812852382,249.5454887711902,20748.10477284976,1436.47878586814,33709.17101628789,latin_hypercube_inverse_cdf_resistance_management,1,-0.06191618431415313,False,-0.06960144423214576,False,0.049988880618833,True
Australia,34,not_restored,False,0.7023084275912739,0.8805641845953452,0.025,0.065,0.05309233710365095,0.3,0.2641692553786036,0.1,0.45,0.1,72338.06209023851,251.89609666742518,20916.196488829293,1448.1164841730947,31629.272487646107,71663.02812852382,249.5454887711902,20748.10477284976,1436.47878586814,33709.17101628789,latin_hypercube_inverse_cdf_resistance_management,1,-0.009419556769273862,False,-0.008101545554150658,False,0.06170126603341264,True
Australia,35,not_restored,False,0.6404972216909856,0.9819649360682916,0.025,0.065,0.05061988886763942,0.3,0.29458948082048747,0.1,0.45,0.1,71040.53136701035,247.37782627078198,20488.24674951151,1418.4877190900133,31851.297787667205,71663.02812852382,249.5454887711902,20748.10477284976,1436.47878586814,33709.17101628789,latin_hypercube_inverse_cdf_resistance_management,1,0.00868644233672422,True,0.012524422166900417,True,0.055114770627939236,True
Australia,36,not_restored,False,0.9405623991777461,0.9201595481925213,0.025,0.065,0.06262249596710984,0.3,0.27604786445775636,0.1,0.45,0.1,71515.56500168829,249.03199167507998,20627.319539925433,1428.1163148709866,30901.680358923943,71663.02812852382,249.5454887711902,20748.10477284976,1436.47878586814,33709.17101628789,latin_hypercube_inverse_cdf_resistance_management,1,0.002057729497155214,True,0.005821506795280151,True,0.08328566300272999,True
Australia,37,not_restored,False,0.8693153143130294,0.729790910385992,0.025,0.065,0.05977261257252118,0.3,0.21893727311579758,0.1,0.45,0.1,74208.14283568127,258.4081046831279,21531.248889626564,1490.6991555219588,31070.868552786174,71663.02812852382,249.5454887711902,20748.10477284976,1436.47878586814,33709.17101628789,latin_hypercube_inverse_cdf_resistance_management,1,-0.035515031580760414,False,-0.037745332662942666,False,0.0782666076904388,True
Australia,38,not_restored,False,0.8629054298448811,0.8551522352035104,0.025,0.065,0.05951621719379525,0.3,0.2565456705610531,0.1,0.45,0.1,72487.97331102527,252.41811857273925,20955.85617240583,1450.8622914117216,31124.594708723973,71663.02812852382,249.5454887711902,20748.10477284976,1436.47878586814,33709.17101628789,latin_hypercube_inverse_cdf_resistance_management,1,-0.011511447451284962,False,-0.010013030193867456,False,0.07667279347555234,True
Australia,39,not_restored,False,0.6492100736576844,0.801174052117303,0.025,0.065,0.050968402946307376,0.3,0.24035221563519088,0.1,0.45,0.1,73498.21046567228,255.93597333793042,21307.945498697558,1475.238920133059,31769.39528547092,71663.02812852382,249.5454887711902,20748.10477284976,1436.47878586814,33709.17101628789,latin_hypercube_inverse_cdf_resistance_management,1,-0.02560849555306488,False,-0.026982740446750864,False,0.057544450733590824,True
Australia,40,not_restored,False,0.8952608354025464,0.9115822051517775,0.025,0.065,0.06081043341610186,0.3,0.27347466154553324,0.1,0.45,0.1,71683.58972859906,249.61708853597176,20685.85716656027,1432.169121635135,31039.190292100444,71663.02812852382,249.5454887711902,20748.10477284976,1436.47878586814,33709.17101628789,latin_hypercube_inverse_cdf_resistance_management,1,-0.0002869206146072223,False,0.0030001586636938526,True,0.07920635968464906,True
Australia,41,not_restored,False,0.8261561078528983,0.5367912322790752,0.025,0.065,0.05804624431411593,0.3,0.16103736968372256,0.1,0.45,0.1,76993.25122132746,268.1064282306684,22473.913451444,1555.9637983550356,31144.83224524085,71663.02812852382,249.5454887711902,20748.10477284976,1436.47878586814,33709.17101628789,latin_hypercube_inverse_cdf_resistance_management,1,-0.07437898218931216,False,-0.08317909984976413,False,0.0760724364834715,True
