psa_sample_id,sample_design,uncertainty_schema_version,infant_contact_multiplier,VE_inf_baseline,relative_infectiousness_asymptomatic,infectious_duration_asymptomatic,fitness_R,PEP_coverage_multiplier
1,latin_hypercube_inverse_cdf,1,0.9286581681612348,0.3738480834004583,0.0937355090818923,20.328052437818364,1.1148573872635588,1.041564122122637
2,latin_hypercube_inverse_cdf,1,1.036226952963368,0.3305343396460028,0.8628810267204747,14.678014622729568,0.806015376194444,0.9346551874253104
3,latin_hypercube_inverse_cdf,1,1.2419598247366035,0.172086559332483,0.7932550181575315,18.28744818148204,0.7795365547757414,1.1555005761837682
4,latin_hypercube_inverse_cdf,1,1.0621631195901655,0.4647319694165003,0.66367811759917,22.548998128101196,0.9720912658193276,0.6192325769040425
5,latin_hypercube_inverse_cdf,1,0.9911666334383356,0.3130897116244531,0.8867207538537363,17.40236702092682,1.1996854568778357,0.9092794270793032
6,latin_hypercube_inverse_cdf,1,1.0475494849849187,0.4504971057172306,0.2901007954645456,14.61595907823968,0.9930503136232176,0.8122954221698533
7,latin_hypercube_inverse_cdf,1,0.9003327441435567,0.2372034932905308,0.1825699770208984,14.378266502113496,1.0960306650176272,0.7502341348252356
8,latin_hypercube_inverse_cdf,1,0.9176017002729036,0.385925464198434,0.3962596727707023,21.294653225652823,1.035605090309474,1.2910853938198417
9,latin_hypercube_inverse_cdf,1,1.091779715724557,0.2485338503241413,0.3235602526171737,19.549460865706703,1.0994920538861286,1.3603594440794673
10,latin_hypercube_inverse_cdf,1,0.99678695950641,0.2531528446388396,0.4752759513760314,11.6383060341787,1.2138116969634716,1.212816317549324
11,latin_hypercube_inverse_cdf,1,1.3031670761925025,0.2736943181655966,0.462649560520937,17.529303211141865,1.0335201507656953,1.347638625434609
12,latin_hypercube_inverse_cdf,1,0.9395159513926032,0.3203279367063326,0.2409511470572523,22.82750750384523,0.9371170629899628,1.3047778166510065
13,latin_hypercube_inverse_cdf,1,1.016908862655567,0.2411113411404007,0.202308350130895,13.682087840185575,1.1321189128060245,0.9400752692814464
14,latin_hypercube_inverse_cdf,1,0.9564886114861438,0.270395513272216,0.5402752438183245,12.399155316881329,1.0794507042993926,0.8420056899224572
15,latin_hypercube_inverse_cdf,1,0.9638177044778878,0.3601684313899455,0.7750388630128643,13.960441129459564,1.1029281983646757,0.9638141775997536
16,latin_hypercube_inverse_cdf,1,1.0065089025846143,0.2904803918215945,0.6510366051960454,16.712365655684955,0.9505257722851136,0.9247602015800308
17,latin_hypercube_inverse_cdf,1,1.024951066485933,0.3106096792648576,0.8242799902880419,23.745369044939583,1.1208518446541262,0.7824120332556265
18,latin_hypercube_inverse_cdf,1,0.9684177944419752,0.2997423574292432,0.7406516574195718,12.45739302199799,0.8564452034984346,1.088485275669106
19,latin_hypercube_inverse_cdf,1,0.8113648479715836,0.3028935045332681,0.4021741749582743,16.297512889041165,1.0544846077757186,0.7314058813809582
20,latin_hypercube_inverse_cdf,1,0.948116632961674,0.3154459885707768,0.633088299668217,8.049981359247948,1.0841708147913856,0.8647577364450733
